query_id,tier,tier_name,difficulty,answer_type,pipeline,model,scale,status,latency_ms,cost_usd,judge_score,judge_reasoning,judge_cost_usd,judge_cached,judge_model,answer_preview,gold_preview
q011,1,single_hop,easy,descriptive,pageindex,gpt-4o-mini,150,ok,9258.442416001344,0.01480785,1.0,"The predicted answer correctly identifies the main business segments as Innovative Medicine and MedTech, matching the gold answer.",0.0,False,gpt-4o,"In its most recent 10-K filing for the fiscal year 2025, Johnson & Johnson reports its business segments as follows:

1.",Innovative Medicine and MedTech.
q012,1,single_hop,medium,numeric,pageindex,gpt-4o-mini,150,ok,5991.94116700528,0.005623499999999999,0.0,The predicted answer does not provide any numeric information about Chevron's capital expenditures for fiscal year 2024.,0.0,False,gpt-4o,"The selected sections do not provide information regarding Chevron's capital expenditures (Capex) for fiscal year 2024, ","$16,448 million ($16.448 billion)."
q013,1,single_hop,easy,numeric,pageindex,gpt-4o-mini,150,ok,8533.209957997315,0.015908399999999996,1.0,"The predicted answer correctly states the total AUM as approximately $10.0 trillion as of December 31, 2023, matching the gold answer.",0.0,False,gpt-4o,"As of December 31, 2023, BlackRock reported total assets under management (AUM) of approximately $10.0 trillion.","Approximately $10.0 trillion in assets under management as of December 31, 2023."
q014,1,single_hop,medium,numeric,pageindex,gpt-4o-mini,150,ok,6839.300999999978,0.007743449999999999,1.0,"The predicted answer correctly states that Home Depot's comparable sales growth rate for fiscal year 2024 was a decrease of 1.8%, matching the gold answer.",0.0,False,gpt-4o,Home Depot's comparable sales (comp sales) growth rate for fiscal year 2024 was a decrease of 1.8%. This reflects a 1.0%,Comparable sales decreased 1.8% (growth rate −1.8%) in fiscal 2024.
q015,1,single_hop,easy,numeric,pageindex,gpt-4o-mini,150,ok,7875.264041002083,0.015256049999999998,1.0,The predicted answer matches the gold answer exactly in terms of the net revenue figure for fiscal year 2024.,0.0,True,gpt-4o,"Coca-Cola's net revenue for fiscal year 2024 was $47,061 million.","$47,061 million ($47.061 billion)."
q016,1,single_hop,easy,descriptive,pageindex,gpt-4o-mini,150,ok,17502.61941699864,0.01628175,1.0,"The predicted answer correctly identifies the three categories: Google Services, Google Cloud, and Other Bets, matching the gold answer.",0.0,False,gpt-4o,"Alphabet reports its segment results under three categories in its most recent 10-K as follows:

1. **Google Services** ","Google Services, Google Cloud, and Other Bets. Other Bets combines multiple operating segments that are not individually"
q017,1,single_hop,medium,numeric,pageindex,gpt-4o-mini,150,ok,33103.2656249954,0.011710649999999998,1.0,"The predicted answer correctly states the gross margin percentage as 49%, matching the gold answer.",0.0,True,gpt-4o,AMD's gross margin percentage for fiscal year 2024 was 49%.,49% reported gross margin for FY2024.
q018,1,single_hop,easy,numeric,pageindex,gpt-4o-mini,150,ok,5816.502333000244,0.00915945,0.8,"The predicted answer provides a net sales figure of $84.0 billion, which is a minor rounding of the gold answer $84.039 billion, within the acceptable 1% range.",0.0,False,gpt-4o,"Procter & Gamble's net sales for the fiscal year 2024 were $84.0 billion, which represents a 2% increase compared to the","$84,039 million ($84.039 billion), for the fiscal year ended June 30, 2024."
q019,1,single_hop,medium,numeric,pageindex,gpt-4o-mini,150,ok,7350.40970800037,0.008909249999999999,1.0,"The predicted answer correctly calculates and states that approximately 24.6% of Apple's total net sales came from the Services segment, matching the gold answer.",0.0,False,gpt-4o,"In fiscal year 2024, Apple's total net sales were $391,035 million, and the net sales from the Services segment were $96","Approximately 24.6% ($96,169 million / $391,035 million × 100)."
q020,1,single_hop,easy,numeric,pageindex,gpt-4o-mini,150,ok,5425.154707998445,0.003288,0.0,"The predicted answer does not provide any numeric value for the total stockholders' equity, which is required for a numeric question.",0.0,False,gpt-4o,"The selected sections do not provide the total stockholders' equity for JPMorgan Chase as of December 31, 2024. Therefor","$344,758 million ($344.758 billion)."
q021,2,multi_hop,easy,comparative,pageindex,gpt-4o-mini,150,ok,11941.8309160028,0.0175161,1.0,"The predicted answer correctly identifies that Apple had higher total revenue than NVIDIA, with accurate figures for both companies.",0.0,False,gpt-4o,"Based on the provided sections, the total revenue for the most recent fiscal year (FY2025 for Apple and FY2026 for NVIDI","Apple: $416,161 million in FY2025, versus NVIDIA: $215,938 million in fiscal 2026. Apple had higher revenue."
q022,2,multi_hop,medium,comparative,pageindex,gpt-4o-mini,150,ok,11650.649457995314,0.0166119,1.0,"The predicted answer correctly identifies that AMD spent more on R&D as a percentage of revenue compared to NVIDIA, with accurate calculations and comparison.",0.0,False,gpt-4o,"To determine which company spent more on R&D as a percentage of revenue in their most recent fiscal years, we can analyz","AMD spent approximately 23.4% of revenue on R&D ($8,091M / $34,639M) in FY2025, versus NVIDIA approximately 8.6% ($18,49"
q023,2,multi_hop,easy,comparative,pageindex,gpt-4o-mini,150,ok,8025.824832999206,0.016001249999999998,0.0,"The predicted answer does not provide any comparative information about the net income of JPMorgan Chase and Bank of America, which is required to determine which was higher.",0.0,False,gpt-4o,The provided sections do not contain the necessary comparative figures for JPMorgan Chase's FY2024 net income to determi,"JPMorgan Chase: $58,471 million, versus Bank of America: $26,973 million for FY2024, using the comparative figures in th"
q024,2,multi_hop,medium,comparative,pageindex,gpt-4o-mini,150,ok,5290.299457999936,0.00303705,0.0,"The predicted answer does not provide any comparison or figures, while the gold answer specifies that ExxonMobil's investment was higher.",0.0,False,gpt-4o,"The selected sections do not provide specific information regarding ExxonMobil's cash additions to property, plant, and ","ExxonMobil invested more: $24,306 million in cash additions to property, plant and equipment, versus Chevron capital exp"
q025,2,multi_hop,medium,comparative,pageindex,gpt-4o-mini,150,ok,9300.837667004089,0.016565399999999997,1.0,"The predicted answer correctly calculates and compares the margins for Eli Lilly and Pfizer, matching the gold answer in both direction and magnitude.",0.0,False,gpt-4o,To calculate the margin for both Eli Lilly and Pfizer using the formula (revenue minus the reported cost-of-sales line) ,"Eli Lilly had the higher margin: approximately 83.0% ((65,179−11,052)/65,179), versus Pfizer approximately 74.3% ((62,57"
q026,2,multi_hop,medium,numeric,pageindex,gpt-4o-mini,150,ok,6624.42720800027,0.008197049999999999,1.0,"The predicted answer correctly states the revenue figures for both fiscal years and the change in revenue, matching the gold answer in both numeric values and percentage increase.",0.0,False,gpt-4o,"Apple's total revenue changed as follows from fiscal year 2023 to fiscal year 2024:

- **Fiscal Year 2023 Total Revenue*","Apple revenue increased from $383,285 million in FY2023 to $391,035 million in FY2024, up $7,750 million (approximately "
q027,2,multi_hop,medium,numeric,pageindex,gpt-4o-mini,150,ok,8511.122249998152,0.016225199999999995,1.0,"The predicted answer correctly calculates the ratio of Walmart's sales to Costco's sales as approximately 2.62, matching the gold answer.",0.0,False,gpt-4o,"For the most recent fiscal years, Walmart reported net sales of $706,413 million for the fiscal year ended January 31, 2","Walmart net sales were $706,413 million in fiscal 2026 and Costco net sales were $269,912 million in FY2025. The ratio w"
q028,2,multi_hop,easy,comparative,pageindex,gpt-4o-mini,150,ok,7219.95225000137,0.012000899999999998,0.5,"The predicted answer correctly identifies Bank of America's total assets but fails to provide information on JPMorgan Chase, thus not completing the comparison.",0.0,False,gpt-4o,The selected section provides information only for Bank of America (BAC) and does not include any data for JPMorgan Chas,"JPMorgan Chase had higher total assets at December 31, 2024: $4,002,814 million, versus Bank of America $3,261,299 milli"
q029,2,multi_hop,hard,comparative,pageindex,gpt-4o-mini,150,ok,10039.139000000432,0.017755049999999998,0.5,"The predicted answer correctly identifies that NVIDIA's revenue growth rate was higher than AMD's, but it provides incorrect figures and fiscal years, leading to a partially correct comparison.",0.0,False,gpt-4o,"In their most recent fiscal years, NVIDIA and AMD experienced significant differences in revenue growth rates.

For NVID","NVIDIA revenue grew approximately 65.5% ($215,938M versus $130,497M) in fiscal 2026; AMD grew approximately 34.3% ($34,6"
q031,2,multi_hop,medium,comparative,pageindex,gpt-4o-mini,150,ok,7705.53866699629,0.0124914,0.5,"The predicted answer correctly identifies that Procter & Gamble's dividend per share was higher than Coca-Cola's, but it provides an incorrect amount for Procter & Gamble and lacks the correct fiscal year comparison.",0.0,False,gpt-4o,"The most recent fiscal years for Coca-Cola and Procter & Gamble are 2025 and 2024, respectively. 

For Coca-Cola:
- The ","Procter & Gamble paid approximately $4.08 per common share in its fiscal year ended June 30, 2025, versus Coca-Cola $2.0"
q032,2,multi_hop,hard,comparative,pageindex,gpt-4o-mini,150,ok,6655.14933400118,0.011348099999999998,0.0,The predicted answer does not provide any comparative information about the ROE of Goldman Sachs and JPMorgan Chase for FY2024.,0.0,False,gpt-4o,The selected sections do not provide the return on equity (ROE) figures for JPMorgan Chase for fiscal year 2024. Therefo,"JPMorgan Chase had higher FY2024 return on common equity: 18%, versus Goldman Sachs 12.7%."
q033,2,multi_hop,hard,numeric,pageindex,gpt-4o-mini,150,ok,7764.569083003153,0.014461199999999997,1.0,"The predicted answer correctly states the change in operating loss from $16,120 million in FY2023 to $17,729 million in FY2024, with an increase of $1,609 million, approximately 10%, matching the gold answer.",0.0,False,gpt-4o,"The operating loss for Meta Platforms' Reality Labs segment changed as follows from fiscal year 2023 to 2024:

- In fisc","Reality Labs operating loss increased from $16,120 million in FY2023 to $17,729 million in FY2024, a $1,609 million incr"
q034,2,multi_hop,medium,comparative,pageindex,gpt-4o-mini,150,ok,7825.050833002024,0.011391749999999999,0.2,"The predicted answer provides the correct long-term debt for ConocoPhillips but fails to provide any information about ExxonMobil, making it unable to perform the required comparison.",0.0,False,gpt-4o,"The long-term debt for ConocoPhillips as of December 31, 2025, is reported as follows:

- **Long-term debt**: $22,424 mi","At December 31, 2025, ExxonMobil reported $34,241 million of long-term debt, versus ConocoPhillips $22,424 million. Exxo"
q035,2,multi_hop,medium,comparative,pageindex,gpt-4o-mini,150,ok,10056.127249998099,0.016491899999999997,0.0,"The predicted answer does not provide any comparison or conclusion about the operating profit margins of Linde and Freeport-McMoRan, which is required for a comparative question.",0.0,False,gpt-4o,The provided sections do not contain sufficient information to determine the operating profit margins for Linde and Free,"Linde had the higher FY2025 reported operating margin: approximately 26.3% ($8,923M/$33,986M), versus Freeport-McMoRan a"
q036,2,multi_hop,medium,comparative,pageindex,gpt-4o-mini,150,ok,8641.552375003812,0.0177237,1.0,"The predicted answer correctly identifies that Apple had more cash and cash equivalents than Alphabet, with the correct figures and dates provided.",0.0,False,gpt-4o,"At the end of their most recent fiscal year, Apple had cash and cash equivalents of $35,934 million as of September 27, ","Apple had more cash and cash equivalents: $35,934 million at September 27, 2025, versus Alphabet $30,708 million at Dece"
q039,2,multi_hop,medium,comparative,pageindex,gpt-4o-mini,150,ok,8946.441082996898,0.012356699999999998,1.0,"The predicted answer correctly compares the R&D expenses as a percentage of revenue for both companies, matching the gold answer in both direction and magnitude.",0.0,False,gpt-4o,"Based on the provided sections from AbbVie's and Johnson & Johnson's 10-K filings for FY2025, here are the reported R&D ","Johnson & Johnson spent approximately 15.6% of revenue on R&D ($14,665M/$94,193M), versus AbbVie approximately 14.9% ($9"
q040,2,multi_hop,hard,descriptive,pageindex,gpt-4o-mini,150,ok,5370.7070000018575,0.0027413999999999997,0.0,"The predicted answer does not provide any information about the change in GE Aerospace's consolidated revenue or the factors driving the change, which are key elements of the question.",0.0,False,gpt-4o,"I'm sorry, but I cannot provide an answer as the selected sections do not include the necessary information from GE Aero","GE Aerospace consolidated revenue increased from $35,348 million in 2023 to $38,702 million in 2024, up $3,354 million ("
q041,3,aggregation,hard,ranking,pageindex,gpt-4o-mini,150,ok,12236.3685839955,0.014286899999999998,0.0,"The predicted answer fails to provide a ranking and does not include any revenue figures for Apple, NVIDIA, or JPMorgan Chase, which are necessary for the task.",0.0,False,gpt-4o,"The provided sections do not contain the total revenue figures for Apple, NVIDIA, or the specific total net revenue for ","Walmart $713,163M > Apple $416,161M > ExxonMobil $332,238M > NVIDIA $215,938M > JPMorgan Chase $182,447M. Walmart and NV"
q044,3,aggregation,hard,numeric,pageindex,gpt-4o-mini,150,ok,9720.220292001613,0.016208399999999998,0.5,"The predicted answer correctly provides the revenue for AAPL and AMD but lacks the revenue data for GOOGL, META, and NVDA, which are necessary to calculate the total combined revenue.",0.0,False,gpt-4o,"Based on the provided sections, here are the total combined revenues for the most recent fiscal years of the five techno","Combined revenue was $1,270,540 million ($1.270540 trillion): Apple 416,161M + NVIDIA 215,938M + Alphabet 402,836M + Met"
q052,3,aggregation,hard,ranking,pageindex,gpt-4o-mini,150,ok,8524.596500006737,0.014956049999999999,0.5,"The predicted answer correctly ranks Boeing and Caterpillar but fails to provide or rank GE Aerospace and Deere, which are part of the gold answer.",0.0,False,gpt-4o,"Based on the provided sections, here are the FY2025 consolidated total revenues for Boeing, Caterpillar, GE Aerospace, a","Boeing $89,463M > Caterpillar $67,589M > GE Aerospace $45,855M > Deere $45,684M, for their respective FY2025 periods."
q067,4,pairwise,hard,comparative,pageindex,gpt-4o-mini,150,ok,6806.173542005126,0.005539349999999999,0.5,"The predicted answer correctly identifies Apple's total as higher but fails to provide JPMorgan's complete total, missing the dividend component.",0.0,False,gpt-4o,"To compare the cash-flow-statement share repurchases plus dividends paid for Apple and JPMorgan Chase for FY2025, we can","Apple returned $106,132M ($90,711M buybacks + $15,421M dividends/dividend equivalents), versus JPMorgan $48,216M ($31,59"
q073,4,pairwise,hard,comparative,pageindex,gpt-4o-mini,150,ok,9580.872792001173,0.0158034,1.0,"The predicted answer correctly identifies that AbbVie carries a higher percentage of goodwill and intangible assets as a percentage of total assets compared to Johnson & Johnson, with accurate calculations and figures matching the gold answer.",0.0,False,gpt-4o,"To compare the goodwill and intangible assets on the balance sheets of AbbVie and Johnson & Johnson, we can extract the ","AbbVie was higher as a percentage of assets: ($35,640M goodwill + $52,641M net intangibles)/$133,960M = 65.9%, versus Jo"
q074,4,pairwise,hard,comparative,pageindex,gpt-4o-mini,150,ok,8020.095208004932,0.0113412,0.0,"The predicted answer does not provide any comparison or data on production volumes, which is required for a comparative question.",0.0,False,gpt-4o,The provided sections do not contain specific information regarding the daily production volumes (in barrels of oil equi,"ExxonMobil averaged approximately 4.7 million oil-equivalent barrels per day in 2025, versus ConocoPhillips 2,375 MBOED "
